slide_id,label,split,N_patches,feat_mean_norm,feat_std_mean,feat_norm_mean,feat_norm_std
tumor_074,1,train,15248,3.113088846206665,0.07713721692562103,3.925420045852661,0.4132324755191803
tumor_010,1,train,28768,3.1437935829162598,0.07566315680742264,3.9038357734680176,0.2950904369354248
tumor_053,1,train,31152,3.3360283374786377,0.06827732920646667,3.9226455688476562,0.2541519105434418
tumor_046,1,train,46448,3.3558740615844727,0.07252606749534607,4.001476287841797,0.3309561312198639
tumor_007,1,train,31408,3.4338111877441406,0.06554276496171951,3.9752306938171387,0.21280792355537415
tumor_111,1,train,8944,3.124241590499878,0.07413116842508316,3.839059829711914,0.3627937138080597
tumor_087,1,train,14880,3.5347535610198975,0.06779906153678894,4.061069965362549,0.2776823937892914
tumor_024,1,train,47440,3.4910054206848145,0.06496845930814743,3.9972734451293945,0.20368742942810059
tumor_012,1,train,19248,3.437053918838501,0.06795736402273178,3.999607563018799,0.26698124408721924
tumor_047,1,train,34160,3.3034937381744385,0.07337179780006409,3.9898946285247803,0.22718453407287598
tumor_082,1,train,3808,3.3502488136291504,0.06253235787153244,3.854616641998291,0.22352923452854156
tumor_040,1,train,33712,2.9972078800201416,0.07852835208177567,3.8471765518188477,0.30518969893455505
tumor_091,1,train,8160,3.6584200859069824,0.06399799138307571,4.113636016845703,0.21817956864833832
tumor_054,1,train,40064,3.3062586784362793,0.0657404363155365,3.826172351837158,0.27498164772987366
tumor_048,1,train,35776,3.3362789154052734,0.06920674443244934,3.9318602085113525,0.3259207606315613
tumor_075,1,train,7792,3.3803746700286865,0.07213548570871353,3.9998886585235596,0.36070990562438965
tumor_011,1,train,17024,3.0110023021698,0.07791778445243835,3.8498196601867676,0.2780827581882477
tumor_083,1,train,11584,3.4612390995025635,0.06965947896242142,4.040950775146484,0.2543751299381256
tumor_004,1,train,38864,3.45346736907959,0.07221996039152145,4.082462787628174,0.31930044293403625
tumor_086,1,train,30864,3.4547154903411865,0.06670147180557251,3.9940924644470215,0.29224687814712524
tumor_039,1,train,5296,2.953030824661255,0.08203379064798355,3.8982162475585938,0.3175302743911743
tumor_088,1,train,29264,3.448992967605591,0.07028429955244064,4.042278289794922,0.3069736063480377
tumor_021,1,train,48688,3.244049549102783,0.07571563124656677,3.9850523471832275,0.23514996469020844
tumor_058,1,train,14592,3.1673755645751953,0.07848953455686569,3.987700939178467,0.2418230175971985
tumor_110,1,train,30704,3.3619120121002197,0.0779200866818428,4.1057047843933105,0.24427415430545807
tumor_028,1,train,43104,3.4033658504486084,0.07055146247148514,4.013554096221924,0.29885202646255493
tumor_055,1,train,26416,3.3309085369110107,0.07165388762950897,3.977031946182251,0.24774369597434998
tumor_071,1,train,33536,3.3894457817077637,0.07241240888834,4.04062557220459,0.30284592509269714
tumor_030,1,train,39344,3.449643611907959,0.06753820180892944,4.005023002624512,0.2914850115776062
tumor_105,1,train,11072,3.4600727558135986,0.06910376995801926,4.038980484008789,0.26547619700431824
tumor_064,1,train,13616,3.402979850769043,0.07078643143177032,4.010442733764648,0.31499332189559937
tumor_015,1,train,81936,3.4284815788269043,0.06618864089250565,3.9579453468322754,0.2324289083480835
tumor_095,1,train,31920,3.379173755645752,0.07162009924650192,3.9961471557617188,0.217726930975914
tumor_076,1,train,48112,3.3593294620513916,0.07511933892965317,4.035610198974609,0.3051713705062866
tumor_020,1,train,17680,3.1979777812957764,0.07420220971107483,3.8893542289733887,0.2789486348628998
tumor_101,1,train,17280,3.5540153980255127,0.06718363612890244,4.0838117599487305,0.206994891166687
tumor_033,1,train,27328,3.1955718994140625,0.07634200900793076,3.938739061355591,0.2895888090133667
tumor_036,1,train,44352,3.5324699878692627,0.0708908662199974,4.115206718444824,0.28002336621284485
tumor_013,1,train,16672,3.161771059036255,0.07925520092248917,3.963258981704712,0.2983739972114563
tumor_085,1,train,23888,3.0771145820617676,0.07795694470405579,3.88767671585083,0.37047868967056274
tumor_067,1,train,13040,3.324828624725342,0.0706116184592247,3.9719083309173584,0.23234674334526062
tumor_065,1,train,10192,3.329829454421997,0.07476457208395004,4.072262763977051,0.2822805345058441
tumor_043,1,train,13072,3.5396907329559326,0.0587945394217968,3.948725461959839,0.1950969099998474
tumor_025,1,train,23376,2.998227119445801,0.07671373337507248,3.8134076595306396,0.30178102850914
tumor_069,1,train,17456,3.3247122764587402,0.07034005969762802,3.953184127807617,0.3277909755706787
tumor_045,1,train,29808,3.3881936073303223,0.06739401817321777,3.941372871398926,0.2897169589996338
tumor_038,1,train,4912,2.93168306350708,0.07709471136331558,3.7694027423858643,0.2458726465702057
tumor_031,1,train,10112,3.1515467166900635,0.07461877912282944,3.881511926651001,0.2920478582382202
tumor_089,1,train,52640,3.5275821685791016,0.07100198417901993,4.125096321105957,0.23654121160507202
tumor_109,1,train,4880,3.353856086730957,0.07336563616991043,4.007417678833008,0.2558840811252594
tumor_059,1,train,2480,3.174488067626953,0.07522667199373245,3.941171646118164,0.26979246735572815
tumor_090,1,train,15360,3.0490128993988037,0.08091915398836136,3.9145758152008057,0.370143860578537
tumor_014,1,train,31904,3.2390546798706055,0.07338732481002808,3.92246413230896,0.26945531368255615
tumor_072,1,train,29664,3.605541467666626,0.06795372813940048,4.126413345336914,0.2152920365333557
tumor_056,1,train,17440,3.1953535079956055,0.07226582616567612,3.890502691268921,0.2310122698545456
tumor_009,1,train,37088,3.085611343383789,0.07736840099096298,3.8984375,0.28198593854904175
tumor_068,1,train,35184,3.142324209213257,0.07398036122322083,3.867593288421631,0.28720349073410034
tumor_073,1,train,10672,3.700340509414673,0.06397606432437897,4.154321670532227,0.2270439863204956
tumor_037,1,train,26976,3.420686960220337,0.071011982858181,4.0499796867370605,0.24628722667694092
tumor_061,1,train,35472,3.317434787750244,0.0721704289317131,4.004687786102295,0.26448604464530945
tumor_034,1,train,14016,3.3454205989837646,0.06923524290323257,3.935624599456787,0.2879842221736908
tumor_022,1,train,18800,3.051668405532837,0.07847131043672562,3.9082937240600586,0.30511903762817383
tumor_099,1,train,18352,3.484384536743164,0.06782600283622742,4.035481929779053,0.23692217469215393
tumor_092,1,train,8704,3.5026071071624756,0.06989384442567825,4.064682483673096,0.23837147653102875
tumor_084,1,train,8256,3.4904050827026367,0.0674450621008873,4.047608852386475,0.27772900462150574
tumor_104,1,train,24240,3.614316463470459,0.06594360619783401,4.101743221282959,0.2312052696943283
tumor_060,1,train,17312,2.846709728240967,0.08153610676527023,3.795767068862915,0.3198033571243286
tumor_005,1,train,11328,3.3646204471588135,0.06834357231855392,3.9570913314819336,0.26875853538513184
tumor_062,1,train,28976,3.5338551998138428,0.06626632809638977,4.0543646812438965,0.2519395351409912
tumor_080,1,train,6096,3.4993574619293213,0.07014616578817368,4.073328495025635,0.26123929023742676
normal_092,0,train,12160,3.0702059268951416,0.07604093104600906,3.8725216388702393,0.30583325028419495
normal_074,0,train,35616,3.4137556552886963,0.06930071860551834,4.004042625427246,0.26057884097099304
normal_093,0,train,21984,3.270189046859741,0.07399644702672958,3.9677438735961914,0.3150210380554199
normal_101,0,train,6224,3.815760374069214,0.058843400329351425,4.193366527557373,0.1727292537689209
normal_128,0,train,6064,3.359616756439209,0.07188711315393448,3.9974100589752197,0.2861219048500061
normal_125,0,train,9264,3.229907512664795,0.07286492735147476,3.903083324432373,0.3616845905780792
normal_064,0,train,17600,3.449327230453491,0.06777017563581467,4.018063068389893,0.29462096095085144
normal_054,0,train,3248,3.4060611724853516,0.06783982366323471,3.9643492698669434,0.2983557879924774
normal_015,0,train,15184,3.3359479904174805,0.06799151748418808,3.9193742275238037,0.24933861196041107
normal_042,0,train,432,3.3502726554870605,0.06744273751974106,3.9049198627471924,0.344685822725296
normal_060,0,train,4272,3.3222453594207764,0.06950878351926804,3.922832727432251,0.25212255120277405
normal_036,0,train,21904,3.4495182037353516,0.06824842840433121,4.023046016693115,0.26426276564598083
normal_063,0,train,18128,3.243263006210327,0.07420115917921066,3.9468114376068115,0.33489951491355896
normal_061,0,train,32144,3.283214569091797,0.07223250716924667,3.941112995147705,0.303249329328537
normal_153,0,train,24512,3.502896308898926,0.0687367245554924,4.082759380340576,0.3568592667579651
normal_029,0,train,5680,3.183647394180298,0.07210028916597366,3.8560726642608643,0.3028174638748169
normal_028,0,train,11888,3.2480642795562744,0.07135523110628128,3.910282850265503,0.2704554796218872
normal_117,0,train,18064,3.1772894859313965,0.07323935627937317,3.8815197944641113,0.4165894389152527
normal_066,0,train,70512,3.1619691848754883,0.07362258434295654,3.8806097507476807,0.29226788878440857
normal_032,0,train,18432,3.21005916595459,0.07258132100105286,3.916203737258911,0.22904592752456665
normal_047,0,train,15504,3.3499701023101807,0.07017869502305984,3.9751789569854736,0.2260093092918396
normal_096,0,train,9696,3.164017915725708,0.0731031596660614,3.8641788959503174,0.3165261149406433
normal_129,0,train,25504,3.4099221229553223,0.07001250982284546,4.000917911529541,0.2348543256521225
normal_030,0,train,4288,3.1025521755218506,0.07311312109231949,3.805943727493286,0.3323974013328552
normal_080,0,train,40352,3.2813708782196045,0.07171907275915146,3.942106246948242,0.30556052923202515
normal_127,0,train,31680,3.2739787101745605,0.07708480209112167,4.031580924987793,0.40432003140449524
normal_069,0,train,23552,3.403107166290283,0.07119565457105637,4.0378737449646,0.28672799468040466
normal_132,0,train,29728,3.419504404067993,0.07229097932577133,4.04530143737793,0.4375336170196533
normal_055,0,train,15696,3.3823225498199463,0.07370489835739136,4.053319931030273,0.32811906933784485
normal_031,0,train,18928,3.165541410446167,0.07118359208106995,3.824068546295166,0.32101503014564514
normal_021,0,train,1504,3.2578046321868896,0.06948758661746979,3.9006853103637695,0.300685316324234
normal_016,0,train,1040,2.957669496536255,0.07787639647722244,3.7934393882751465,0.29558780789375305
normal_136,0,train,25712,3.6329803466796875,0.06813380867242813,4.161761283874512,0.2732008099555969
normal_035,0,train,3280,2.9129576683044434,0.0778055414557457,3.8016743659973145,0.31214678287506104
normal_103,0,train,13232,3.260073661804199,0.07260125875473022,3.9090332984924316,0.37938839197158813
normal_026,0,train,16672,3.311518430709839,0.07065406441688538,3.9473893642425537,0.3041425049304962
normal_146,0,train,27648,3.176647424697876,0.07681232690811157,3.9396820068359375,0.36724892258644104
normal_116,0,train,14720,3.6085009574890137,0.0656990110874176,4.109484672546387,0.2889152467250824
normal_155,0,train,19280,3.2558021545410156,0.076002337038517,4.030529975891113,0.3992205858230591
normal_112,0,train,51920,3.5103354454040527,0.07174056768417358,4.1108574867248535,0.34789156913757324
normal_022,0,train,13408,3.1123740673065186,0.07359970360994339,3.8417587280273438,0.3006117641925812
normal_090,0,train,30336,3.1672110557556152,0.07555341720581055,3.916715145111084,0.3432161509990692
normal_017,0,train,1280,3.279467821121216,0.06841183453798294,3.8746981620788574,0.23816825449466705
normal_010,0,train,7296,3.2683873176574707,0.07503042370080948,4.0022292137146,0.3397526741027832
normal_149,0,train,30576,3.6116747856140137,0.06831518560647964,4.1418538093566895,0.2867494523525238
normal_006,0,train,3920,3.384629726409912,0.07130803912878036,4.007175445556641,0.32363271713256836
normal_065,0,train,16992,3.4118363857269287,0.07347646355628967,4.078686237335205,0.3170071840286255
normal_048,0,train,8736,3.3586513996124268,0.06997496634721756,3.9804887771606445,0.2579304873943329
normal_095,0,train,33248,3.3171026706695557,0.06905066221952438,3.9169256687164307,0.2824561297893524
normal_075,0,train,23392,3.2517483234405518,0.07550127059221268,3.990535020828247,0.25420325994491577
normal_011,0,train,35360,3.569556474685669,0.06634774804115295,4.092364311218262,0.2682581841945648
normal_085,0,train,15504,3.2633018493652344,0.07382890582084656,3.950263500213623,0.34858912229537964
normal_001,0,train,6320,3.250138998031616,0.07035518437623978,3.886878252029419,0.23330603539943695
normal_106,0,train,23856,3.4249699115753174,0.073704294860363,4.091808319091797,0.3878323435783386
normal_118,0,train,26816,3.3181533813476562,0.07526037096977234,4.038468837738037,0.4414801299571991
normal_142,0,train,13264,3.5100293159484863,0.06759868562221527,4.033864974975586,0.2823539972305298
normal_023,0,train,3584,3.3340253829956055,0.06391189992427826,3.847306489944458,0.24623961746692657
normal_002,0,train,5552,3.1628496646881104,0.06842029839754105,3.7760932445526123,0.35794636607170105
normal_098,0,train,7056,3.638587236404419,0.06405910849571228,4.119996070861816,0.2238399088382721
normal_003,0,train,16688,3.1028892993927,0.07793859392404556,3.928983449935913,0.2990514934062958
normal_087,0,train,35088,3.3437557220458984,0.07175665348768234,3.9959521293640137,0.2871244549751282
normal_013,0,train,3120,3.0393083095550537,0.07202715426683426,3.733584403991699,0.3613632917404175
normal_058,0,train,21120,3.6325337886810303,0.06667429208755493,4.135725975036621,0.2833748459815979
normal_068,0,train,22320,3.2994422912597656,0.07181575149297714,3.9579665660858154,0.30284708738327026
normal_081,0,train,18656,3.2420878410339355,0.07378781586885452,3.9486501216888428,0.3829207718372345
normal_056,0,train,14656,3.403026580810547,0.07404729723930359,4.080347537994385,0.3339836597442627
normal_148,0,train,8224,3.6132471561431885,0.06677032262086868,4.123254776000977,0.3055647313594818
normal_158,0,train,13056,3.0380141735076904,0.06033894419670105,3.5207300186157227,0.2026170790195465
normal_077,0,train,14560,3.097835063934326,0.07498960196971893,3.8568053245544434,0.30696848034858704
normal_014,0,train,7248,3.1992344856262207,0.07177606970071793,3.9160451889038086,0.2638882100582123
normal_082,0,train,23152,3.141475200653076,0.07778359204530716,3.9544248580932617,0.36285266280174255
normal_041,0,train,17472,3.267806053161621,0.0687645748257637,3.8820416927337646,0.29487156867980957
normal_126,0,train,31216,3.685227632522583,0.06368852406740189,4.130303859710693,0.21665821969509125
normal_144,0,train,9984,3.4332265853881836,0.06864416599273682,4.022237300872803,0.2463265210390091
normal_160,0,train,27360,3.6545279026031494,0.06306454539299011,4.1060404777526855,0.2724643349647522
normal_110,0,train,13392,3.2004032135009766,0.0751209557056427,3.9161603450775146,0.4417855739593506
normal_018,0,train,10544,3.2974963188171387,0.0709785670042038,3.9337260723114014,0.284322053194046
normal_159,0,train,21648,3.6739602088928223,0.06562768667936325,4.152225494384766,0.23653028905391693
normal_059,0,train,6096,2.9630746841430664,0.07466929405927658,3.708216428756714,0.4068135619163513
normal_130,0,train,27280,3.3679864406585693,0.07139214128255844,3.9995172023773193,0.305725634098053
normal_020,0,train,2192,3.1356332302093506,0.07603871822357178,3.9171178340911865,0.30715620517730713
normal_045,0,train,656,2.735463857650757,0.07775331288576126,3.6026039123535156,0.337889701128006
normal_137,0,train,27664,3.6419687271118164,0.06704273074865341,4.1449079513549805,0.2630893886089325
normal_062,0,train,7856,3.4630720615386963,0.06967386603355408,4.043207168579102,0.2921067476272583
normal_033,0,train,25248,3.4102349281311035,0.06484084576368332,3.930190086364746,0.267071008682251
normal_083,0,train,9088,3.0887043476104736,0.07593316584825516,3.8976199626922607,0.2912304103374481
normal_089,0,train,52160,3.408698797225952,0.07043953984975815,4.028923034667969,0.2822769582271576
normal_067,0,train,21696,3.069577932357788,0.07720280438661575,3.878356456756592,0.32289907336235046
normal_099,0,train,47264,3.5147125720977783,0.07093754410743713,4.112181186676025,0.28011491894721985
normal_094,0,train,14416,2.899563789367676,0.07818350195884705,3.7612669467926025,0.35773226618766785
normal_072,0,train,18848,3.1384670734405518,0.07946977764368057,3.9609780311584473,0.3872986137866974
normal_040,0,train,40848,3.1561152935028076,0.07720566540956497,3.9589431285858154,0.27062752842903137
normal_156,0,train,13520,3.5086827278137207,0.06819561868906021,4.0557861328125,0.3115215599536896
normal_152,0,train,14976,3.400071859359741,0.07333482801914215,4.0648193359375,0.3812524676322937
normal_123,0,train,12080,3.4535560607910156,0.07139942795038223,4.059818744659424,0.41990697383880615
normal_113,0,train,13632,3.7547059059143066,0.059226054698228836,4.147881507873535,0.21041488647460938
normal_115,0,train,11200,2.9027345180511475,0.07915479689836502,3.7962374687194824,0.39412859082221985
normal_025,0,train,18592,3.193629741668701,0.07139445096254349,3.8465447425842285,0.3254508376121521
normal_005,0,train,4672,3.333644151687622,0.06829265505075455,3.922903299331665,0.3035506308078766
normal_043,0,train,2320,3.198535203933716,0.0744001492857933,3.948647975921631,0.2811242640018463
normal_157,0,train,35120,3.4297873973846436,0.07048489898443222,4.023818016052246,0.3444553017616272
normal_145,0,train,45440,3.46686053276062,0.07324689626693726,4.109094142913818,0.3899732828140259
normal_121,0,train,18144,3.4138031005859375,0.07149539142847061,4.0293731689453125,0.40346914529800415
normal_070,0,train,52768,3.4204282760620117,0.06842344254255295,4.00666618347168,0.26652202010154724
normal_027,0,train,240,2.833376169204712,0.07018691301345825,3.5459601879119873,0.3114643394947052
normal_012,0,train,10192,3.4325106143951416,0.0649593248963356,3.9411869049072266,0.23250842094421387
normal_151,0,train,29488,3.541046380996704,0.0717981830239296,4.135861873626709,0.3458862006664276
normal_141,0,train,8560,3.3235788345336914,0.07364437729120255,3.9744205474853516,0.4471558928489685
normal_019,0,train,528,3.2475664615631104,0.06873232871294022,3.843151092529297,0.300059974193573
normal_111,0,train,21024,3.4991447925567627,0.06771908700466156,4.040398120880127,0.27476492524147034
normal_124,0,train,13760,3.4348196983337402,0.06923213601112366,4.023335933685303,0.2784546911716461
normal_084,0,train,3856,3.208894729614258,0.07493521273136139,3.951101064682007,0.3417501151561737
normal_091,0,train,70592,3.405768871307373,0.07154405862092972,4.0284104347229,0.31573784351348877
normal_071,0,train,18048,3.3665008544921875,0.0728273093700409,4.029324531555176,0.29803550243377686
normal_131,0,train,19920,3.480991840362549,0.06912659853696823,4.047209739685059,0.28188812732696533
normal_079,0,train,24864,3.3302509784698486,0.07369306683540344,4.009280681610107,0.31000202894210815
normal_044,0,train,12640,2.9832353591918945,0.08021054416894913,3.915907382965088,0.3158169984817505
normal_073,0,train,24992,3.192318916320801,0.07361631095409393,3.907609224319458,0.30826911330223083
normal_078,0,train,18608,3.4414258003234863,0.0691874697804451,4.010192394256592,0.3267688453197479
normal_107,0,train,9424,3.807114839553833,0.0587027482688427,4.184746265411377,0.21713165938854218
normal_119,0,train,20512,3.452782154083252,0.0715404823422432,4.066456317901611,0.32267481088638306
normal_088,0,train,35984,3.369093656539917,0.07039308547973633,3.990422010421753,0.27664029598236084
normal_147,0,train,27776,3.3338520526885986,0.07329630106687546,4.004395008087158,0.3921784460544586
normal_046,0,train,6016,3.3486557006835938,0.06938884407281876,3.952117919921875,0.2625238001346588
normal_008,0,train,2352,2.946246385574341,0.08248063921928406,3.9638497829437256,0.29434943199157715
normal_114,0,train,75072,3.1144447326660156,0.0814252570271492,3.9914536476135254,0.4005565643310547
normal_102,0,train,3952,3.1737122535705566,0.07493429630994797,3.8933756351470947,0.34760764241218567
normal_037,0,train,17808,3.189091682434082,0.07311782985925674,3.8939521312713623,0.2954360246658325
normal_097,0,train,42208,3.317349672317505,0.07177569717168808,3.9700887203216553,0.2844420075416565
normal_051,0,train,3920,2.827381134033203,0.08007670193910599,3.7815957069396973,0.3343202769756317
normal_109,0,train,9232,3.3493874073028564,0.07364416122436523,4.014768123626709,0.29470178484916687
normal_140,0,train,27760,3.3428056240081787,0.07297750562429428,4.005479335784912,0.4076513350009918
normal_007,0,train,9712,3.282179594039917,0.07146543264389038,3.963207483291626,0.25619518756866455
normal_122,0,train,45552,3.517030715942383,0.07075982540845871,4.110583305358887,0.3376237750053406
normal_052,0,train,34448,3.406590223312378,0.06818113476037979,3.9736123085021973,0.26729482412338257
normal_138,0,train,2240,3.2231528759002686,0.0701439306139946,3.860156297683716,0.2980968654155731
normal_050,0,train,31632,3.293761968612671,0.07197096198797226,3.953113555908203,0.27960658073425293
normal_038,0,train,2496,3.236626386642456,0.07098188251256943,3.8491907119750977,0.3990924656391144
normal_100,0,train,17024,3.139223337173462,0.0755971297621727,3.9021642208099365,0.35473987460136414
normal_039,0,train,23744,3.437749147415161,0.07033678144216537,4.036676406860352,0.2870408296585083
normal_150,0,train,14128,3.4061052799224854,0.07260296493768692,4.054718017578125,0.39444905519485474
normal_139,0,train,10480,3.313011407852173,0.07328099012374878,3.9890685081481934,0.32512417435646057
normal_009,0,train,23696,3.50441837310791,0.06677994877099991,4.043643474578857,0.25605911016464233
normal_034,0,train,36704,3.171190023422241,0.07216685265302658,3.8742427825927734,0.23685495555400848
normal_154,0,train,21248,3.190056800842285,0.07505711913108826,3.9305710792541504,0.3829328715801239
normal_105,0,train,31408,3.618694543838501,0.06996887177228928,4.176701545715332,0.37876424193382263
normal_053,0,train,41456,3.4452545642852783,0.07118693739175797,4.06559944152832,0.277150422334671
normal_104,0,train,38848,3.5403318405151367,0.07191911339759827,4.147772789001465,0.4067767262458801
normal_134,0,train,1264,3.3126187324523926,0.07311833649873734,3.988748788833618,0.2985588312149048
normal_135,0,train,18128,3.5638208389282227,0.06807102262973785,4.090786933898926,0.24318435788154602
normal_049,0,train,7392,3.059715509414673,0.07501254230737686,3.8299624919891357,0.31496185064315796
normal_133,0,train,18496,3.5848865509033203,0.06670040637254715,4.096000671386719,0.298870325088501
normal_057,0,train,13936,3.3740432262420654,0.06920741498470306,3.9638497829437256,0.22938163578510284
normal_076,0,train,58848,3.526662588119507,0.07021450251340866,4.122591495513916,0.2510189712047577
normal_024,0,train,17152,3.1714670658111572,0.07150217145681381,3.846461057662964,0.2953506410121918
normal_120,0,train,28784,3.1932222843170166,0.07755594700574875,3.9663944244384766,0.36165809631347656
normal_108,0,train,5264,3.5331668853759766,0.0682225227355957,4.06890344619751,0.3441922962665558
normal_143,0,train,35824,3.412551164627075,0.0727735161781311,4.063256740570068,0.34712859988212585
normal_004,0,train,2912,3.015565872192383,0.07069701701402664,3.6679975986480713,0.3555396795272827
test_011,1,test,80,3.7237696647644043,0.05385025963187218,4.0524187088012695,0.17190349102020264
test_008,1,test,4480,3.6128218173980713,0.06729058176279068,4.1255693435668945,0.21790474653244019
test_097,1,test,29296,3.2663402557373047,0.073861263692379,3.962824583053589,0.31560227274894714
test_098,0,test,19600,3.5213394165039062,0.06918630003929138,4.079758644104004,0.2818313241004944
test_081,0,test,960,3.7331936359405518,0.05991587042808533,4.126519203186035,0.18776245415210724
test_065,1,test,496,3.3900787830352783,0.06482217460870743,3.9359443187713623,0.21273177862167358
test_101,0,test,26064,3.4082252979278564,0.06957157701253891,3.9958603382110596,0.2617707848548889
test_066,1,test,1536,3.602574586868286,0.06553136557340622,4.096289157867432,0.20378798246383667
test_039,0,test,4912,3.1976029872894287,0.0726223960518837,3.895143508911133,0.27778324484825134
test_050,0,test,31216,3.4833550453186035,0.06460326164960861,3.9863901138305664,0.21728789806365967
test_052,1,test,17168,3.1045498847961426,0.07574445754289627,3.8981103897094727,0.26507577300071716
test_124,0,test,5360,3.4197707176208496,0.066634900867939,3.9600064754486084,0.31933027505874634
test_015,0,test,10432,3.381753444671631,0.06741371750831604,3.947831869125366,0.2322598248720169
test_055,0,test,8944,3.532442092895508,0.06620901077985764,4.060676097869873,0.24009345471858978
test_013,1,test,5216,3.01177978515625,0.07776930928230286,3.873361349105835,0.3215523362159729
test_075,1,test,20128,3.4293527603149414,0.06916248053312302,4.012569904327393,0.2607828378677368
test_107,0,test,6064,3.3713784217834473,0.06648219376802444,3.9374046325683594,0.24959731101989746
test_003,0,test,14848,3.17128586769104,0.07300727814435959,3.8713064193725586,0.3079005777835846
test_105,1,test,3376,3.525940179824829,0.06850403547286987,4.0741682052612305,0.18251414597034454
test_104,1,test,29040,3.210491180419922,0.07806053757667542,3.992732048034668,0.33998456597328186
test_117,1,test,8336,3.3059027194976807,0.0715319812297821,3.946910858154297,0.270477294921875
test_093,0,test,17136,3.251377582550049,0.07088544964790344,3.9012398719787598,0.28250762820243835
test_118,0,test,14704,3.3067431449890137,0.07104228436946869,3.945709466934204,0.2623375952243805
test_121,1,test,15680,3.5459914207458496,0.0653047189116478,4.055027961730957,0.24153807759284973
